,case_id,continent,education_of_employee,has_job_experience,requires_job_training,no_of_employees,yr_of_estab,region_of_employment,prevailing_wage,unit_of_wage,full_time_position,case_status
302,EZYV303,North America,Bachelor's,N,N,229,2005,West,248.01,Hour,Y,Denied
303,EZYV304,Asia,Bachelor's,Y,N,2597,1945,West,155042.99,Year,Y,Certified
304,EZYV305,Asia,Bachelor's,Y,N,2114,1977,West,596.2488,Hour,Y,Certified
305,EZYV306,North America,Master's,Y,N,48369,2007,West,53304.04,Year,Y,Certified
306,EZYV307,Asia,Bachelor's,Y,N,2609,1991,Northeast,34738.65,Year,Y,Certified
307,EZYV308,North America,Master's,Y,N,4265,1997,South,69375.0,Year,Y,Certified
308,EZYV309,Asia,Bachelor's,Y,N,533,1978,West,30066.16,Year,Y,Certified
309,EZYV310,Asia,Master's,Y,N,4574,2006,Northeast,67204.54,Year,Y,Certified
310,EZYV311,Asia,Master's,Y,Y,954,1988,West,56065.53,Year,Y,Certified
311,EZYV312,Europe,Bachelor's,Y,N,3831,2010,West,18035.36,Year,Y,Certified
312,EZYV313,Asia,Bachelor's,N,N,1778,1983,South,100850.52,Year,Y,Certified
313,EZYV314,Asia,High School,N,N,29453,2005,Island,133586.58,Year,Y,Denied
314,EZYV315,Asia,High School,N,N,652,1913,Northeast,24968.7,Year,N,Denied
315,EZYV316,Asia,High School,Y,N,2170,1998,Midwest,115801.09,Year,Y,Certified
316,EZYV317,North America,High School,Y,N,3550,2012,West,268.1379,Hour,Y,Certified
317,EZYV318,South America,Bachelor's,N,N,1761,1995,Midwest,667.4133,Hour,Y,Certified
318,EZYV319,Asia,High School,N,N,805,1898,Northeast,117.85,Hour,Y,Denied
319,EZYV320,North America,Doctorate,Y,Y,1615,1991,South,112655.02,Year,Y,Certified
320,EZYV321,South America,High School,Y,N,4153,2010,Island,135250.42,Year,Y,Certified
321,EZYV322,Asia,High School,N,Y,743,1999,South,132240.65,Year,Y,Certified
322,EZYV323,Asia,Bachelor's,Y,N,3827,1995,South,65376.07,Year,Y,Certified
323,EZYV324,Asia,Master's,Y,N,2345,1966,South,111254.68,Year,Y,Certified
324,EZYV325,Europe,Bachelor's,Y,N,6188,1993,South,94830.46,Year,Y,Certified
325,EZYV326,North America,Bachelor's,Y,N,629,2004,West,232227.33,Year,Y,Certified
326,EZYV327,Asia,Bachelor's,Y,N,5576,2009,West,125246.83,Year,Y,Certified
327,EZYV328,Europe,Doctorate,Y,N,5075,1981,Northeast,36028.54,Year,Y,Certified
328,EZYV329,Asia,Master's,N,N,2234,1920,West,238691.32,Year,N,Denied
329,EZYV330,Asia,Bachelor's,Y,N,2698,1970,West,34168.31,Year,Y,Certified
330,EZYV331,Asia,Doctorate,Y,N,1485,1993,Northeast,91290.38,Year,Y,Certified
331,EZYV332,Europe,Bachelor's,N,N,2425,2008,South,83239.29,Year,Y,Certified
332,EZYV333,South America,Bachelor's,Y,N,2969,1923,West,62586.7,Year,Y,Denied
333,EZYV334,Europe,Bachelor's,Y,N,1738,2011,Midwest,29260.86,Year,Y,Certified
334,EZYV335,Asia,Master's,Y,N,4614,1911,Northeast,84716.62,Year,N,Certified
335,EZYV336,Asia,Master's,Y,N,1222,1975,Midwest,54424.62,Year,Y,Certified
336,EZYV337,Europe,Doctorate,N,N,186,1991,West,16551.46,Year,Y,Certified
337,EZYV338,North America,Bachelor's,N,Y,2747,1994,Northeast,42321.96,Year,Y,Denied
338,EZYV339,Asia,Bachelor's,Y,N,2114,2012,Northeast,15.7716,Hour,Y,Certified
339,EZYV340,Asia,High School,Y,N,4550,1968,Midwest,104457.29,Year,Y,Certified
340,EZYV341,Europe,Bachelor's,N,N,1083,1999,South,69113.96,Year,Y,Certified
341,EZYV342,Asia,Master's,Y,N,822,1838,Northeast,66711.21,Year,N,Certified
342,EZYV343,North America,Bachelor's,Y,N,25805,2002,South,25512.46,Year,Y,Certified
343,EZYV344,Asia,Master's,N,N,1741,1950,Northeast,20687.36,Year,Y,Denied
344,EZYV345,Asia,Bachelor's,N,N,3438,2013,Island,97325.13,Year,Y,Denied
345,EZYV346,Asia,Master's,N,N,1501,1983,Midwest,120371.72,Year,Y,Certified
346,EZYV347,Asia,Master's,Y,N,2284,2013,South,51610.24,Year,Y,Certified
347,EZYV348,Asia,Bachelor's,N,N,2384,2007,West,96146.09,Year,N,Denied
348,EZYV349,Asia,Master's,N,Y,1031,2014,Northeast,220448.17,Year,N,Denied
349,EZYV350,Asia,Master's,Y,N,3213,1924,Midwest,23272.21,Year,Y,Certified
350,EZYV351,Asia,Master's,N,N,1894,1906,Northeast,106937.84,Year,Y,Denied
351,EZYV352,Asia,Bachelor's,N,N,2280,2011,Midwest,37069.3,Year,Y,Certified
352,EZYV353,Asia,Bachelor's,Y,N,1610,1962,Midwest,98331.32,Year,Y,Certified
353,EZYV354,Asia,Bachelor's,Y,N,1766,1997,South,3683.43,Year,Y,Certified
354,EZYV355,Asia,Bachelor's,Y,N,2269,1997,Northeast,196668.77,Year,N,Certified
355,EZYV356,Asia,Bachelor's,N,Y,114,1851,West,69228.82,Year,Y,Denied
356,EZYV357,South America,Doctorate,N,N,819,1994,Island,33645.87,Year,Y,Denied
357,EZYV358,North America,Doctorate,Y,N,28418,1969,Northeast,109700.58,Year,Y,Certified
358,EZYV359,Asia,High School,N,N,1983,2010,West,30668.32,Year,Y,Denied
359,EZYV360,Asia,Bachelor's,Y,N,2927,1977,South,99753.8,Year,Y,Certified
360,EZYV361,Asia,Bachelor's,N,N,2553,2004,Midwest,68751.19,Year,Y,Certified
361,EZYV362,Asia,Doctorate,Y,N,82716,1993,West,111724.66,Year,N,Certified
362,EZYV363,South America,Bachelor's,Y,N,1837,1898,South,227.1764,Hour,Y,Certified
363,EZYV364,Asia,Bachelor's,Y,N,308,1995,West,86133.77,Year,Y,Certified
364,EZYV365,North America,High School,N,Y,2561,2014,Northeast,43754.7,Year,Y,Denied
365,EZYV366,Asia,Doctorate,Y,N,70113,1897,Northeast,67492.78,Week,Y,Certified
366,EZYV367,Asia,Master's,Y,N,5483,2003,West,48943.43,Year,Y,Certified
367,EZYV368,Europe,Master's,Y,N,81379,1999,South,49256.63,Year,Y,Certified
368,EZYV369,Asia,Bachelor's,Y,N,1506,1998,Northeast,112853.73,Year,Y,Certified
369,EZYV370,Asia,Master's,Y,N,190,2001,Midwest,144312.48,Year,Y,Certified
370,EZYV371,North America,Bachelor's,Y,Y,2701,2010,South,93506.62,Year,Y,Certified
371,EZYV372,Asia,Master's,N,N,3062,2001,Northeast,198752.64,Year,N,Denied
372,EZYV373,Asia,High School,Y,N,71,2005,South,18476.27,Year,Y,Certified
373,EZYV374,Asia,Doctorate,N,N,3166,1995,Northeast,97353.15,Year,N,Denied
374,EZYV375,Asia,High School,Y,N,35961,1865,Northeast,152912.99,Year,Y,Denied
375,EZYV376,North America,Master's,Y,N,94411,1977,Northeast,50067.16,Year,Y,Certified
376,EZYV377,Asia,Bachelor's,N,N,2594,1849,South,85495.84,Year,Y,Certified
377,EZYV378,Asia,Master's,Y,N,2240,2006,West,19525.49,Year,Y,Certified
378,EZYV379,Asia,Bachelor's,N,Y,-11,2011,Northeast,32506.14,Year,Y,Denied
379,EZYV380,Asia,Bachelor's,Y,N,2090,1872,West,197452.18,Year,N,Certified
380,EZYV381,Asia,Bachelor's,Y,N,149,1948,South,45850.33,Year,Y,Certified
381,EZYV382,Asia,Master's,Y,N,855,2009,Northeast,53519.51,Year,Y,Certified
382,EZYV383,Asia,Master's,Y,N,566,1998,Midwest,142325.74,Year,Y,Certified
383,EZYV384,Asia,Doctorate,N,N,3970,2013,West,74603.2,Year,Y,Denied
384,EZYV385,Asia,Bachelor's,Y,N,720,2001,West,124317.33,Year,Y,Certified
385,EZYV386,Europe,Bachelor's,N,N,2948,1967,West,323.7,Year,Y,Certified
386,EZYV387,Asia,Doctorate,Y,N,3962,2011,Northeast,73225.28,Year,Y,Certified
387,EZYV388,Africa,Master's,Y,N,4857,2001,Northeast,101949.05,Year,Y,Certified
388,EZYV389,North America,Doctorate,N,N,1200,1996,Midwest,107875.51,Year,Y,Certified
389,EZYV390,North America,Master's,Y,N,2579,2007,West,68683.19,Year,Y,Certified
390,EZYV391,South America,High School,N,N,1864,1911,Island,137985.25,Year,Y,Denied
391,EZYV392,Europe,Bachelor's,N,N,202,1986,West,35868.69,Year,Y,Certified
392,EZYV393,Asia,Bachelor's,Y,N,51,2003,West,21976.68,Year,Y,Certified
393,EZYV394,Europe,Bachelor's,N,Y,3628,2000,Northeast,79840.12,Year,Y,Denied
394,EZYV395,Asia,Bachelor's,Y,N,1872,1926,West,99201.01,Year,Y,Certified
395,EZYV396,North America,Bachelor's,Y,N,869,2001,West,64084.23,Year,Y,Certified
396,EZYV397,North America,High School,Y,N,693,1999,West,123519.71,Year,Y,Certified
397,EZYV398,Europe,Doctorate,Y,N,1525,1978,West,11287.42,Year,Y,Certified
398,EZYV399,Asia,Master's,Y,N,1584,1984,Midwest,45261.26,Year,Y,Certified
399,EZYV400,Asia,Master's,N,N,448,2006,Northeast,112831.03,Year,Y,Denied
400,EZYV401,Europe,Bachelor's,Y,N,714,1873,West,113927.99,Week,Y,Certified
401,EZYV402,Asia,Bachelor's,Y,Y,1000,1848,West,103200.45,Year,Y,Certified
402,EZYV403,Asia,Master's,N,N,1983,2002,South,33049.76,Year,Y,Certified
403,EZYV404,Asia,Master's,N,N,525,2001,West,113911.27,Year,N,Denied
404,EZYV405,Asia,Bachelor's,Y,N,997,2001,Midwest,197676.15,Year,Y,Certified
405,EZYV406,North America,High School,N,N,2290,2015,Northeast,293.3152,Hour,Y,Denied
406,EZYV407,North America,Bachelor's,Y,N,153,1972,Midwest,206.4596,Hour,Y,Certified
407,EZYV408,Asia,Master's,N,N,1313,1889,Midwest,157199.78,Year,Y,Certified
408,EZYV409,Asia,Doctorate,Y,N,3659,1876,South,81806.42,Year,Y,Certified
409,EZYV410,Asia,Bachelor's,Y,Y,4713,1968,West,100969.89,Year,Y,Certified
410,EZYV411,Asia,Master's,Y,N,979,1852,Northeast,59533.78,Year,Y,Certified
411,EZYV412,Europe,High School,N,N,1010,2007,West,27345.68,Year,Y,Denied
412,EZYV413,Asia,Bachelor's,Y,Y,2105,2000,West,26459.67,Year,Y,Certified
413,EZYV414,North America,High School,N,Y,23483,2000,South,65681.0,Year,Y,Certified
414,EZYV415,Europe,Doctorate,N,N,4651,1938,South,12367.86,Year,Y,Certified
415,EZYV416,North America,Master's,N,N,1178,1859,Northeast,297.1948,Hour,Y,Denied
416,EZYV417,Asia,Master's,Y,Y,690,2013,Northeast,79380.0,Year,Y,Certified
417,EZYV418,Asia,Master's,N,N,2549,1993,South,108989.75,Year,N,Certified
418,EZYV419,Asia,Bachelor's,Y,N,1363,1982,South,56188.13,Year,Y,Certified
419,EZYV420,Asia,Bachelor's,N,N,2517,2005,South,188992.63,Year,N,Certified
420,EZYV421,Asia,Bachelor's,Y,N,3094,1986,South,42657.8,Year,Y,Certified
421,EZYV422,South America,Bachelor's,N,Y,2378,2005,West,94230.51,Year,Y,Denied
422,EZYV423,North America,Bachelor's,Y,N,3817,2010,Northeast,20141.7,Year,Y,Denied
423,EZYV424,Europe,Master's,Y,N,4247,2005,West,18679.63,Year,Y,Certified
424,EZYV425,Asia,Doctorate,Y,N,2109,2002,Northeast,27280.53,Year,N,Certified
425,EZYV426,North America,Master's,N,N,1847,2002,South,299.6081,Hour,Y,Certified
426,EZYV427,Asia,Master's,N,N,2675,1997,Midwest,102915.07,Year,Y,Certified
427,EZYV428,Asia,Doctorate,Y,N,1121,2008,West,230750.48,Year,N,Certified
428,EZYV429,Asia,Master's,Y,N,3696,2001,Northeast,100.98,Hour,Y,Certified
429,EZYV430,Asia,Bachelor's,N,N,3055,1847,Midwest,113440.66,Year,Y,Certified
430,EZYV431,Asia,High School,N,N,3282,2003,South,547.5103,Hour,Y,Certified
431,EZYV432,Asia,Bachelor's,Y,N,3466,1868,West,31023.47,Year,Y,Certified
432,EZYV433,Asia,Bachelor's,N,N,1496,2001,Northeast,95886.8,Year,N,Denied
433,EZYV434,Asia,Bachelor's,N,N,2481,2008,Northeast,411.2051,Hour,Y,Denied
434,EZYV435,Asia,Master's,Y,N,1451,2009,South,129450.64,Year,N,Certified
435,EZYV436,Asia,Master's,N,N,1499,1969,Northeast,69068.26,Year,Y,Denied
436,EZYV437,Asia,High School,Y,Y,374,1911,West,27132.34,Year,Y,Denied
437,EZYV438,Asia,Master's,N,N,3537,1998,West,72239.48,Year,Y,Denied
438,EZYV439,Asia,High School,Y,N,4562,2006,Northeast,88925.59,Month,Y,Denied
439,EZYV440,Asia,Bachelor's,Y,N,1641,1985,South,67086.02,Year,Y,Certified
440,EZYV441,Asia,Master's,N,N,614,1999,West,83824.94,Year,Y,Denied
441,EZYV442,Asia,Bachelor's,Y,N,137,1993,South,23649.64,Year,Y,Certified
442,EZYV443,Asia,Master's,N,N,956,1960,West,118922.84,Year,Y,Denied
443,EZYV444,North America,Bachelor's,N,N,3018,1920,Northeast,104.23,Hour,Y,Denied
444,EZYV445,Asia,Bachelor's,Y,N,2884,2008,Northeast,114790.58,Year,Y,Certified
445,EZYV446,Asia,Doctorate,N,N,894,1851,West,170188.95,Year,Y,Denied
446,EZYV447,South America,Master's,Y,N,636,1977,South,1857.39,Year,Y,Certified
447,EZYV448,Africa,Bachelor's,Y,N,255,2004,Northeast,122859.37,Year,Y,Certified
448,EZYV449,Asia,Bachelor's,Y,N,2311,2005,West,86901.23,Year,N,Certified
449,EZYV450,North America,Master's,N,N,781,1983,Midwest,78096.9,Year,N,Certified
450,EZYV451,Asia,Bachelor's,N,Y,1543,1999,West,78402.72,Year,Y,Denied
451,EZYV452,Asia,Master's,Y,N,3057,1995,South,22784.52,Year,Y,Certified
452,EZYV453,Asia,Master's,Y,N,4670,2003,West,62656.12,Year,Y,Certified
453,EZYV454,Asia,Bachelor's,Y,N,3277,1980,Midwest,124439.76,Year,Y,Certified
454,EZYV455,North America,Bachelor's,Y,N,2114,1965,Northeast,72354.96,Year,Y,Certified
455,EZYV456,Asia,Doctorate,N,Y,2148,1986,South,43147.38,Year,Y,Certified
456,EZYV457,Europe,Bachelor's,N,N,3542,1963,Northeast,248.6583,Hour,Y,Certified
457,EZYV458,Asia,Master's,Y,N,112102,1852,South,235339.91,Year,Y,Certified
458,EZYV459,Asia,Bachelor's,Y,N,412,1994,South,41696.75,Year,Y,Certified
459,EZYV460,North America,Master's,N,N,60,1948,South,92071.0,Year,N,Certified
460,EZYV461,Asia,Master's,N,N,922,1998,South,46080.75,Year,Y,Certified
461,EZYV462,North America,Bachelor's,N,Y,2999,2006,South,172504.71,Year,Y,Certified
462,EZYV463,Asia,Bachelor's,Y,N,4258,2008,West,40926.81,Year,Y,Certified
463,EZYV464,Asia,Master's,Y,N,3267,2001,South,95560.45,Year,N,Certified
464,EZYV465,Asia,Bachelor's,N,N,3039,1994,Midwest,115034.46,Year,Y,Certified
465,EZYV466,Asia,Bachelor's,N,N,546,1983,Midwest,28280.53,Year,Y,Certified
466,EZYV467,Asia,Bachelor's,Y,N,3433,2002,West,36979.16,Year,Y,Certified
467,EZYV468,Asia,High School,Y,N,1540,1947,Northeast,10057.24,Year,Y,Denied
468,EZYV469,Europe,Doctorate,Y,N,772,2007,South,71977.54,Year,Y,Certified
469,EZYV470,North America,Master's,N,N,412,2010,West,27656.02,Year,Y,Denied
470,EZYV471,Asia,Bachelor's,Y,Y,758,1996,Island,50293.83,Year,Y,Certified
471,EZYV472,Asia,Master's,N,N,1571,1996,West,143415.79,Year,N,Denied
472,EZYV473,Asia,Master's,N,N,731,2007,Northeast,37830.16,Year,Y,Denied
473,EZYV474,North America,High School,N,N,1419,1973,West,90094.22,Year,Y,Denied
474,EZYV475,Asia,Doctorate,N,N,1006,2009,South,23389.53,Year,Y,Certified
475,EZYV476,North America,Doctorate,Y,Y,1458,1999,South,88698.51,Year,Y,Certified
476,EZYV477,North America,Doctorate,Y,N,467,1959,South,43697.94,Year,Y,Certified
477,EZYV478,Europe,Bachelor's,Y,N,81849,1927,South,81724.72,Year,Y,Certified
478,EZYV479,Asia,Doctorate,Y,N,1337,1988,Northeast,89443.72,Week,Y,Certified
479,EZYV480,Asia,High School,Y,Y,2933,2001,West,28237.13,Year,Y,Denied
480,EZYV481,Africa,Master's,Y,N,3285,1989,Northeast,165219.14,Year,Y,Certified
481,EZYV482,Africa,Master's,Y,N,81762,1990,West,24496.71,Year,Y,Certified
482,EZYV483,North America,Master's,Y,N,4132,2003,South,67959.42,Year,Y,Certified
483,EZYV484,North America,Doctorate,Y,N,2691,2014,Northeast,27471.41,Year,Y,Certified
484,EZYV485,Asia,Master's,Y,N,3176,2003,West,132453.43,Year,Y,Certified
485,EZYV486,Asia,Bachelor's,N,N,3209,2001,Northeast,137179.34,Year,Y,Denied
486,EZYV487,Asia,Master's,N,N,3267,2003,South,161738.67,Year,Y,Certified
487,EZYV488,Asia,Bachelor's,N,N,519,1998,Island,78673.0,Year,Y,Denied
488,EZYV489,North America,Master's,N,N,4762,2005,Midwest,75960.46,Year,Y,Certified
489,EZYV490,North America,Master's,Y,N,1267,2010,West,33630.82,Year,Y,Certified
490,EZYV491,Asia,Master's,N,N,3697,2001,West,64422.65,Year,Y,Denied
491,EZYV492,Asia,Bachelor's,N,N,1126,2010,Northeast,52988.17,Year,Y,Denied
492,EZYV493,Asia,Master's,N,N,1106,2000,West,521.0385,Hour,Y,Denied
493,EZYV494,Asia,Bachelor's,Y,N,2089,2007,South,232680.65,Year,Y,Certified
494,EZYV495,South America,High School,Y,N,16587,1994,West,102169.61,Year,Y,Certified
495,EZYV496,Asia,Master's,N,Y,46,1948,West,92218.76,Year,Y,Denied
496,EZYV497,North America,Master's,Y,N,36353,1998,Northeast,125925.71,Year,N,Certified
497,EZYV498,North America,Bachelor's,Y,N,3514,2010,Midwest,24197.92,Year,Y,Certified
498,EZYV499,Asia,Bachelor's,N,N,1110,1963,South,97931.99,Month,Y,Certified
499,EZYV500,Asia,Bachelor's,N,N,553,1979,South,61744.57,Year,N,Certified
500,EZYV501,Asia,Master's,Y,N,1245,2012,Midwest,92549.52,Year,N,Certified
501,EZYV502,Asia,Bachelor's,N,N,981,1984,Northeast,23128.95,Year,Y,Denied
502,EZYV503,North America,Master's,N,N,3244,2007,West,10793.45,Year,Y,Denied
503,EZYV504,Europe,Bachelor's,N,Y,2557,1995,West,138190.15,Year,Y,Certified
504,EZYV505,Europe,Master's,N,N,1369,2010,South,43881.65,Year,N,Certified
505,EZYV506,Asia,Master's,Y,N,2822,1911,South,98263.2,Year,Y,Certified
506,EZYV507,Europe,Doctorate,N,N,3115,2006,Northeast,25114.1,Year,Y,Certified
507,EZYV508,North America,Bachelor's,Y,N,211,2003,Northeast,23945.38,Year,Y,Certified
508,EZYV509,Asia,Bachelor's,Y,N,1446,2007,South,19311.82,Year,Y,Certified
509,EZYV510,Asia,High School,Y,Y,936,1855,South,144869.09,Year,Y,Certified
510,EZYV511,Africa,Master's,Y,N,4420,1984,West,63512.57,Year,Y,Certified
511,EZYV512,Europe,High School,Y,N,2670,2013,West,76452.7,Year,Y,Denied
512,EZYV513,Asia,Master's,Y,N,2020,2000,South,795.4405,Hour,Y,Certified
513,EZYV514,Asia,Bachelor's,Y,N,605,1994,South,66972.41,Year,Y,Certified
514,EZYV515,Asia,Bachelor's,Y,Y,2288,1975,South,256261.78,Year,Y,Certified
515,EZYV516,Asia,Master's,Y,N,288,1997,South,85004.99,Year,Y,Certified
516,EZYV517,Asia,Master's,Y,N,358352,2006,South,98124.95,Year,Y,Certified
517,EZYV518,Asia,Master's,Y,N,2839,1930,Midwest,13241.64,Year,Y,Certified
518,EZYV519,Asia,Bachelor's,N,N,2659,1989,Northeast,572.8227,Hour,N,Denied
519,EZYV520,Asia,Master's,Y,N,4118,1997,West,19838.51,Year,Y,Certified
520,EZYV521,Asia,Bachelor's,Y,N,3272,1922,Midwest,95018.17,Year,Y,Certified
521,EZYV522,Asia,Master's,Y,Y,1178,1987,Midwest,162988.12,Year,Y,Certified
522,EZYV523,Asia,Master's,N,N,59095,1998,Island,131023.37,Year,Y,Denied
523,EZYV524,Asia,Doctorate,Y,N,1378,2009,South,55076.16,Year,Y,Certified
524,EZYV525,Asia,Bachelor's,Y,N,486,2005,South,82450.68,Year,Y,Certified
525,EZYV526,North America,Bachelor's,Y,N,180,1988,West,133468.58,Year,Y,Certified
526,EZYV527,North America,Master's,N,N,1190,1996,South,786.5458,Hour,Y,Certified
527,EZYV528,Asia,Master's,Y,N,1648,1940,Northeast,59136.13,Year,Y,Certified
528,EZYV529,Asia,Bachelor's,Y,N,2286,1878,West,105987.07,Year,Y,Certified
529,EZYV530,North America,High School,N,N,124,2009,West,252.43,Hour,N,Denied
530,EZYV531,Asia,Master's,Y,N,3238,1996,Northeast,73896.5,Year,Y,Certified
531,EZYV532,Europe,Master's,N,N,30363,2006,West,26374.66,Year,Y,Certified
532,EZYV533,Asia,Master's,Y,N,2889,1934,Northeast,108888.49,Year,Y,Certified
533,EZYV534,North America,Master's,Y,N,2303,1988,Midwest,128167.33,Year,Y,Certified
534,EZYV535,Asia,Master's,N,N,1876,1980,Northeast,37688.62,Year,Y,Denied
535,EZYV536,Asia,Master's,N,N,241,1961,Northeast,66092.25,Year,Y,Denied
536,EZYV537,Europe,Bachelor's,N,N,412,1997,West,34249.67,Year,Y,Certified
537,EZYV538,Asia,High School,Y,N,3348,1994,Northeast,99671.66,Year,Y,Denied
538,EZYV539,Asia,Master's,Y,N,2650,1989,South,52654.73,Year,Y,Certified
539,EZYV540,Europe,Bachelor's,Y,Y,1187,1968,West,104068.77,Year,Y,Certified
540,EZYV541,Africa,Master's,Y,N,4506,1949,West,82793.8,Month,Y,Certified
541,EZYV542,Africa,Bachelor's,N,N,2437,2007,South,130636.68,Year,Y,Certified
542,EZYV543,Asia,Master's,N,N,3736,2001,Northeast,90951.06,Year,Y,Denied
543,EZYV544,Europe,Master's,Y,N,1826,1968,Northeast,30531.03,Year,Y,Certified
544,EZYV545,Asia,Bachelor's,Y,N,4824,1996,West,49122.07,Year,Y,Certified
545,EZYV546,Asia,Master's,N,N,364,2010,Midwest,126935.9,Year,N,Certified
546,EZYV547,Asia,Master's,N,N,1980,2006,Northeast,79576.59,Year,Y,Denied
547,EZYV548,Asia,Bachelor's,Y,N,8374,1864,Northeast,206970.67,Year,N,Certified
548,EZYV549,South America,Master's,Y,Y,3198,2011,Northeast,53077.88,Year,Y,Certified
549,EZYV550,Asia,Bachelor's,N,Y,1235,2000,Northeast,43231.47,Year,Y,Denied
550,EZYV551,Asia,Master's,N,N,4727,1834,Northeast,7777.55,Year,Y,Denied
551,EZYV552,Asia,Doctorate,N,N,2956,2003,South,262189.0,Year,N,Certified
552,EZYV553,North America,Bachelor's,N,N,2360,1965,Northeast,90881.96,Year,Y,Denied
553,EZYV554,North America,Master's,Y,N,1746,1984,West,119767.22,Year,N,Certified
554,EZYV555,Asia,Master's,Y,N,633,1985,West,53669.98,Year,N,Certified
555,EZYV556,Asia,Master's,Y,N,2774,1985,South,133170.7,Year,N,Certified
556,EZYV557,Asia,Master's,Y,N,1538,1962,West,314.6393,Hour,Y,Certified
557,EZYV558,Asia,Bachelor's,N,Y,3696,1998,West,21853.74,Year,Y,Denied
558,EZYV559,Asia,Master's,N,N,4990,1976,Northeast,117998.47,Year,N,Denied
559,EZYV560,Asia,Master's,Y,N,3130,2009,South,11404.58,Year,Y,Certified
560,EZYV561,Asia,Bachelor's,N,N,1056,2010,West,122141.55,Year,Y,Denied
561,EZYV562,Asia,Master's,Y,N,496,1994,Midwest,153372.73,Year,Y,Certified
562,EZYV563,Europe,Master's,N,N,3937,1991,Northeast,103847.9,Year,Y,Certified
563,EZYV564,North America,Bachelor's,N,N,3792,1992,West,82553.13,Year,Y,Denied
564,EZYV565,Europe,Doctorate,Y,N,2165,2013,West,27790.82,Year,Y,Certified
565,EZYV566,Asia,High School,Y,N,2641,2007,South,97466.91,Year,Y,Certified
566,EZYV567,Asia,Bachelor's,Y,N,1236,1911,Midwest,57972.25,Year,Y,Certified
567,EZYV568,Asia,Bachelor's,Y,N,2247,2003,Northeast,130563.12,Year,Y,Certified
568,EZYV569,Asia,High School,N,N,3085,1928,West,35504.93,Week,Y,Denied
569,EZYV570,Asia,Master's,Y,N,4185,1993,Midwest,109604.4,Year,Y,Certified
570,EZYV571,Asia,Bachelor's,Y,N,1268,2001,South,7439.91,Year,Y,Certified
571,EZYV572,Asia,High School,N,N,2122,2005,South,80604.66,Year,N,Certified
572,EZYV573,Asia,Master's,Y,N,673,2005,South,68564.85,Year,Y,Certified
573,EZYV574,Asia,Master's,Y,N,1002,1989,West,25942.03,Year,Y,Certified
574,EZYV575,Asia,Master's,Y,N,1726,1911,Midwest,70445.67,Year,Y,Certified
575,EZYV576,Asia,High School,Y,N,4040,1994,Midwest,60158.59,Year,Y,Certified
576,EZYV577,Asia,Master's,Y,N,2721,1997,Midwest,101026.39,Year,Y,Certified
577,EZYV578,North America,Master's,Y,N,645,1988,South,149452.3,Year,Y,Certified
578,EZYV579,Asia,Bachelor's,Y,N,1743,1998,West,110382.9,Year,Y,Certified
579,EZYV580,North America,Master's,Y,N,1097,2005,Northeast,44040.11,Year,Y,Certified
580,EZYV581,Asia,Master's,N,Y,4393,2010,South,62328.16,Year,Y,Certified
581,EZYV582,North America,Bachelor's,N,N,4668,1975,West,37049.34,Year,Y,Denied
582,EZYV583,Asia,Bachelor's,Y,N,2188,1999,South,100524.28,Year,Y,Certified
583,EZYV584,North America,Bachelor's,Y,N,1105,1962,West,60561.95,Year,Y,Certified
584,EZYV585,Asia,High School,N,Y,940,2001,South,75815.39,Year,Y,Certified
585,EZYV586,Asia,High School,N,N,1850,2009,Northeast,71328.02,Year,Y,Denied
586,EZYV587,Asia,Master's,N,N,2213,1855,Northeast,832.11,Year,Y,Denied
587,EZYV588,Asia,Master's,Y,Y,24,2007,Northeast,125926.18,Year,Y,Certified
588,EZYV589,Asia,Bachelor's,Y,N,304,2000,Midwest,21428.58,Year,Y,Certified
589,EZYV590,North America,Master's,N,N,1372,2011,Midwest,748.0707,Hour,Y,Certified
590,EZYV591,Asia,Master's,Y,N,2566,1801,Northeast,32228.82,Year,Y,Certified
591,EZYV592,Europe,Bachelor's,N,N,86050,2007,South,152569.46,Year,Y,Certified
592,EZYV593,Asia,Master's,N,N,621,1997,West,12210.01,Year,Y,Denied
593,EZYV594,Asia,High School,N,N,1643,1998,Northeast,862.3799,Hour,Y,Denied
594,EZYV595,Asia,Master's,N,N,1110,2010,Island,81285.88,Year,Y,Denied
595,EZYV596,North America,Bachelor's,Y,N,908,1997,Island,29099.81,Year,Y,Certified
596,EZYV597,Asia,Bachelor's,Y,N,2042,2006,Midwest,111681.66,Year,N,Certified
